#主分类(中文)	HPO编号	名称(英文)	定义(英文)	中文译名	中文定义
神经系统异常	HP:0025235	Non-rapid eye movement parasomnia	A parasomnia that occurs in non-rapid eye movement (NREM) sleep. This refers to a disorder of arousal that occurs during during slow-wave sleep (ie, NREM stage 3 sleep).	非快动眼异态睡眠	非快动眼睡眠阶段发生的异态睡眠。指在慢波睡眠期（NREM睡眠3期）发生的异常觉醒行为。
神经系统异常	HP:0025236	Somnambulism	Ambulation or other complex motor behaviors after getting out of bed in a sleep-like state. During sleepwalking episodes, the sonambulating individual appears confused or dazed, the eyes are usually open, and he or she might mumble or give inappropriate answers to questions, or occasionally appear agitated.	梦游症	睡眠状态下发生的离床或者离床后复杂活动。在梦游过程中显示出困惑或茫然，眼睛通常是睁开的，他/她可能会咕哝或不恰当地回答问题，偶尔出现焦虑表现。
神经系统异常	HP:0025237	Confusional arousal	A nocturnal episode characterized by disorientation, grogginess, and, at times, substantial agitation upon awakening from slow-wave sleep or following forced awakenings. These characteristics might present as agitation, crying or moaning, disorientation, and particularly slow mentation on arousal from sleep (i.e., sleep inertia). The duration of episodes is typically 5 to 15 min but they might last up to several hours.	觉醒障碍	一种夜间发作，其特征是方向迷失、昏昏沉沉；在缓慢波睡眠期觉醒或强迫觉醒后有时出现强烈的兴奋反应。其特征可能表现为激动、哭泣或呻吟、迷失方向、特别缓慢的睡眠觉醒过程（即睡眠惯性）。发作持续时间一般为5至15分钟，但也可能持续数小时。
眼部异常	HP:0025239	Subhyaloid hemorrhage	A localized detachment of the vitreous from the retina due to the accumulation of blood. When localized in the macular area, it results in sudden profound loss of vision. Subhyaloid premacular hemorrhage is typically characterized by a circumscribed, round or dumb-bell shaped, bright red mound of blood beneath the internal limiting membrane (ILM) or between the ILM and hyaloid face, in or near to the central macular area.	玻璃体下出血	部分性后玻璃体脱离可导致积血。当脱离发生于黄斑区，会引起视力突然丧失。黄斑部视网膜前眼底出血典型特征是，在内界膜下方或在内界膜与玻璃体表面之间或者在靠近黄斑中心区有血液局部性聚积，呈圆形或哑铃状鲜红色小丘。
眼部异常	HP:0025240	Preretinal hemorrhage	An accumulation of blood between the neurosensory retina and the retinal pigment epithelium (RPE) arising from the choroidal or retinal circulation.	视网膜前出血	起始于脉络膜或视网膜循环出血，血液聚积在视网膜神经感觉层和视网膜色素上皮层之间。
心血管系统异常,眼部异常,血液和造血组织异常	HP:0025241	Flame-shaped retinal hemorrhage	['A type of retinal hemorrhage that is located within the nerve fiber layer (NFL) of the retina and that exhibits a characteristic flame shape which results from constraints by the structure of the NFL (axons of the ganglion cells).']	火焰状视网膜出血	一种视网膜神经纤维层的出血，出血以呈火焰状为特点，是由神经纤维层结构（神经节细胞轴突）限制造成的
心血管系统异常,眼部异常,血液和造血组织异常	HP:0025242	Dot-and-blot retinal hemorrhage	["Accumulation of blood located in the retina's inner nuclear and outer plexiform layers, and having a dot-like or blot-like shape. THe shape results from intraretinal compression, restricting the hemorrhages within a specific location."]	斑点状视网膜出血	位于视网膜内核细胞层和外丛状层的血液积累，呈点状或斑点状。这种出血是由视网膜内的挤压造成的，使出血限定在了特定的位置。
心血管系统异常,眼部异常,血液和造血组织异常	HP:0025243	Subretinal hemorrhage	['Accumulation of blood located beneath the neurosensory retina in the space between the neurosensory retina and the retinal pigment epithelium.']	视网膜下出血	血液聚积在视网膜神经感觉层下，处于视网膜神经感觉层与视网膜上皮细胞层之间。
心血管系统异常,眼部异常,血液和造血组织异常	HP:0025244	Subretinal pigment epithelium hemorrhage	["An accumulation of blood located between the retinal pigment epithelium (RPE) and Bruch's membrane."]	视网膜色素上皮下出血	血液聚积在视网膜色素上皮和 Bruch膜之间。
体壁的异常	HP:0025245	Cutaneous cyst	['A hollow mass located in the skin that is surrounded by an epithelium-lined wall and is well demarcated from the adjacent tissue. Cysts are often said to be sac-like and may contain serous liquid or semisolid material.']	皮肤囊肿	位于皮肤中内衬上皮壁的中空病变，其与相邻组织分界清楚。囊肿常描述为囊样改变，内含液体或半固体。
体壁的异常	HP:0025246	Trichilemmal cyst	['Nontender, round and firm, but slightly compressible, intradermal or subcutaneous cyst measuring 0.5-5 cm in diameter. Trichilemmal cysts are acquired rather than congenital, and tend to appear on the scalp rather than the face, and to be intradermal rather than subcutaneous.']	毛鞘囊肿	无痛，圆形且坚硬，但可轻微压缩，皮内或皮下囊肿直径测量0.5-5厘米。毛鞘囊肿是获得性的而不是先天性的，并且倾向于出现在头皮而不是脸上，倾向于出现在皮内而不是皮下。
体壁的异常	HP:0025247	Dermoid cyst	['A congenital subcutaneous cyst that arises from entrapment of skin along the lines of embryonic fusion. In contrast to epidermal cysts, dermoid cysts tend to contain various adnexal structures such as hair, sebaceous, eccrine or apocrine glands. Dermoid cysts are present at birth, and are indolent, firm, deep, subcutaneous nodules. They are often located on the head and neck, and rarely in the anogenital area. Dermoid cysts are\nslowly progressive and can grow to a size of 1 to 4 cm.']	皮样囊肿	先天性皮下囊肿，由沿着胚胎融合线包裹皮肤而产生。 与表皮囊肿相比，皮样囊肿倾向于包含各种附件结构，例如头发，皮脂腺，外分泌腺或顶分泌腺。 出生时皮样囊肿存在，并且是无痛的，坚实的，深的皮下结节。 它们通常位于头部和颈部，很少位于肛门生殖器区域。 皮样囊肿是渐进性的，可以长到1至4厘米的大小。
体壁的异常	HP:0025248	Eruptive vellus hair cyst	['A cutaneous cyst that is small (one or two millimeters in diameter) and painless, presenting as a follicular papule that usually is skin colored but may have a reddish or\nbrownish tinge.']	发疹性毛发囊肿	小的皮肤囊肿（直径1毫米或2毫米），无痛，表现为滤泡丘疹，通常为皮肤色，但可能有红色或黑色。
体壁的异常	HP:0025249	Comedo	['A clogged cutaneous sebaceous follicle, which is a cutaneous gland that secretes sebum (usually into a hair follicle).']	粉刺	毛囊内分泌皮脂的腺体阻塞，形成粉刺。
体壁的异常	HP:0025250	Closed comedo	['A comedo in which the top of the pore is not stretched open and thus does not expose the clogged portion (which would appear black), hence the name whitehead.']	闭合性粉刺	粉刺的一种；该种粉刺位于毛孔顶层。一般不会暴露出粉刺的内容物，呈白色。
体壁的异常	HP:0025251	Open comedo	['A comedo in which the part of the pore at the surface of the skin is stretched and open, exposing the contents of the comedo, which appear black.']	开放性粉刺	粉刺的一种；该种粉刺位于皮肤表面的部分毛孔被拉伸或打开，暴露出粉刺的内容物，呈黑色。
头部和颈部的异常	HP:0025252	Geographic tongue	['An anomaly of the tongue characterized by loss (atrophy) of filiform papillae of the tongue, leaving areas of erythema (redness), surrounded by a serpiginous, white, hyperkeratotic border. The name geographic tongue refers to an appearance that is said to be similar to a map.']	地图舌	['一种舌的异常，其特征是舌的丝状乳头丧失(萎缩)，留下红斑(发红)的区域，周围有锯齿状、白色、角化过度的边缘。“地图舌”指的就是它的外观与地图一样。
神经系统异常	HP:0025253	Claustrophobia	['An abnormal fear of being in a closed or narrow space with no escape.']	幽闭恐惧症	在无法逃脱的密闭或者狭小空间内时出现的异常恐惧感
临床调节因素	HP:0025254	Ameliorated by	['An ameliorating factor is defined as an external factor that leads to the manifestation of a sign or symptom in a person improving or becoming more bearable.']	因……而改善的	改善因素是指外在因素，使一个人的体征或症状得到改善或变得可以忍受。
临床调节因素	HP:0025255	Ameliorated by pregnancy	['Applies to a sign or symptom that is improved or made more bearable by pregnancy in a female.']	因妊娠而改善	一种体征或症状，在女性怀孕后可以改善或更能忍受。
临床调节因素	HP:0025256	Ameliorated by heat	['Applies to a sign or symptom that is improved or made more bearable by heat (including fever).']	因热而改善	一种体征或症状，会因发热(包括发烧)而获得改善或使其更能忍受。
临床调节因素	HP:0025257	Ameliorated by carbohydrate ingestion	['Applies to a sign or symptom that is improved or made more bearable by eating or drinking carbohydrates including glucose (sugar).']	因食用碳水化合物而改善	一种体征或症状，通过食用或饮用包括葡萄糖(蔗糖)在内的碳水化合物而获得改善或使其更易承受。
